Query_No         Doc_id           Precision        Recal           
1                CACM-2319        0.0              0.0             
1                CACM-1410        0.5              0.2             
1                CACM-2379        0.333333333333   0.2             
1                CACM-1519        0.25             0.2             
1                CACM-1605        0.4              0.4             
1                CACM-1698        0.333333333333   0.4             
1                CACM-2380        0.285714285714   0.4             
1                CACM-1523        0.25             0.4             
1                CACM-1506        0.222222222222   0.4             
1                CACM-1161        0.2              0.4             
1                CACM-1033        0.181818181818   0.4             
1                CACM-1591        0.166666666667   0.4             
1                CACM-2632        0.153846153846   0.4             
1                CACM-1464        0.142857142857   0.4             
1                CACM-3127        0.133333333333   0.4             
1                CACM-1749        0.125            0.4             
1                CACM-1938        0.117647058824   0.4             
1                CACM-1680        0.111111111111   0.4             
1                CACM-2358        0.157894736842   0.6             
1                CACM-2054        0.15             0.6             
1                CACM-3025        0.142857142857   0.6             
1                CACM-1647        0.136363636364   0.6             
1                CACM-1544        0.130434782609   0.6             
1                CACM-3048        0.125            0.6             
1                CACM-2629        0.12             0.6             
1                CACM-0585        0.115384615385   0.6             
1                CACM-1753        0.111111111111   0.6             
1                CACM-1750        0.107142857143   0.6             
1                CACM-2541        0.103448275862   0.6             
1                CACM-2357        0.1              0.6             
1                CACM-0698        0.0967741935484  0.6             
1                CACM-1168        0.09375          0.6             
1                CACM-2740        0.0909090909091  0.6             
1                CACM-2317        0.0882352941176  0.6             
1                CACM-3069        0.0857142857143  0.6             
1                CACM-2371        0.0833333333333  0.6             
1                CACM-1264        0.0810810810811  0.6             
1                CACM-1462        0.0789473684211  0.6             
1                CACM-2621        0.0769230769231  0.6             
1                CACM-1844        0.075            0.6             
1                CACM-1225        0.0731707317073  0.6             
1                CACM-2946        0.0714285714286  0.6             
1                CACM-2424        0.0697674418605  0.6             
1                CACM-2947        0.0681818181818  0.6             
1                CACM-2950        0.0666666666667  0.6             
1                CACM-1393        0.0652173913043  0.6             
1                CACM-1805        0.063829787234   0.6             
1                CACM-2764        0.0625           0.6             
1                CACM-0414        0.0612244897959  0.6             
1                CACM-1685        0.06             0.6             
1                CACM-0971        0.0588235294118  0.6             
1                CACM-0637        0.0576923076923  0.6             
1                CACM-1827        0.0566037735849  0.6             
1                CACM-2378        0.0555555555556  0.6             
1                CACM-3068        0.0545454545455  0.6             
1                CACM-1315        0.0535714285714  0.6             
1                CACM-1657        0.0526315789474  0.6             
1                CACM-1236        0.051724137931   0.6             
1                CACM-2535        0.0508474576271  0.6             
1                CACM-2080        0.05             0.6             
1                CACM-1179        0.0491803278689  0.6             
1                CACM-1226        0.0483870967742  0.6             
1                CACM-1542        0.047619047619   0.6             
1                CACM-1747        0.046875         0.6             
1                CACM-2597        0.0461538461538  0.6             
1                CACM-0252        0.0454545454545  0.6             
1                CACM-1046        0.044776119403   0.6             
1                CACM-2624        0.0441176470588  0.6             
1                CACM-2796        0.0434782608696  0.6             
1                CACM-2219        0.0428571428571  0.6             
1                CACM-1885        0.0422535211268  0.6             
1                CACM-2372        0.0416666666667  0.6             
1                CACM-1341        0.041095890411   0.6             
1                CACM-1195        0.0405405405405  0.6             
1                CACM-2917        0.04             0.6             
1                CACM-2948        0.0394736842105  0.6             
1                CACM-2951        0.038961038961   0.6             
1                CACM-2398        0.0384615384615  0.6             
1                CACM-1642        0.0379746835443  0.6             
1                CACM-1472        0.0375           0.6             
1                CACM-2868        0.037037037037   0.6             
1                CACM-3011        0.0365853658537  0.6             
1                CACM-1304        0.0361445783133  0.6             
1                CACM-3065        0.0357142857143  0.6             
1                CACM-1173        0.0352941176471  0.6             
1                CACM-2681        0.0348837209302  0.6             
1                CACM-2920        0.0344827586207  0.6             
1                CACM-2542        0.0340909090909  0.6             
1                CACM-2003        0.0337078651685  0.6             
1                CACM-1697        0.0333333333333  0.6             
1                CACM-1960        0.032967032967   0.6             
1                CACM-2536        0.0326086956522  0.6             
1                CACM-2188        0.0322580645161  0.6             
1                CACM-1408        0.031914893617   0.6             
1                CACM-2288        0.0315789473684  0.6             
1                CACM-2365        0.03125          0.6             
1                CACM-2500        0.0309278350515  0.6             
1                CACM-1163        0.030612244898   0.6             
1                CACM-1572        0.040404040404   0.8             
1                CACM-0103        0.04             0.8             
Query_No         Doc_id           Precision        Recal           
2                CACM-1519        0.0              0.0             
2                CACM-1264        0.0              0.0             
2                CACM-1523        0.0              0.0             
2                CACM-2379        0.0              0.0             
2                CACM-3078        0.2              0.166666666667  
2                CACM-2319        0.166666666667   0.166666666667  
2                CACM-1464        0.142857142857   0.166666666667  
2                CACM-1410        0.125            0.166666666667  
2                CACM-1046        0.111111111111   0.166666666667  
2                CACM-1591        0.1              0.166666666667  
2                CACM-3127        0.0909090909091  0.166666666667  
2                CACM-2434        0.166666666667   0.333333333333  
2                CACM-3129        0.153846153846   0.333333333333  
2                CACM-2380        0.142857142857   0.333333333333  
2                CACM-1161        0.133333333333   0.333333333333  
2                CACM-1605        0.125            0.333333333333  
2                CACM-1168        0.117647058824   0.333333333333  
2                CACM-1753        0.111111111111   0.333333333333  
2                CACM-1680        0.105263157895   0.333333333333  
2                CACM-2621        0.1              0.333333333333  
2                CACM-1749        0.0952380952381  0.333333333333  
2                CACM-1698        0.0909090909091  0.333333333333  
2                CACM-2863        0.130434782609   0.5             
2                CACM-1315        0.125            0.5             
2                CACM-2317        0.12             0.5             
2                CACM-1506        0.115384615385   0.5             
2                CACM-3048        0.111111111111   0.5             
2                CACM-2219        0.107142857143   0.5             
2                CACM-1747        0.103448275862   0.5             
2                CACM-1462        0.1              0.5             
2                CACM-1033        0.0967741935484  0.5             
2                CACM-1844        0.09375          0.5             
2                CACM-0971        0.0909090909091  0.5             
2                CACM-1977        0.0882352941176  0.5             
2                CACM-1542        0.0857142857143  0.5             
2                CACM-0616        0.0833333333333  0.5             
2                CACM-2358        0.0810810810811  0.5             
2                CACM-2947        0.0789473684211  0.5             
2                CACM-3069        0.0769230769231  0.5             
2                CACM-1931        0.075            0.5             
2                CACM-0698        0.0731707317073  0.5             
2                CACM-0397        0.0714285714286  0.5             
2                CACM-2424        0.0697674418605  0.5             
2                CACM-2917        0.0681818181818  0.5             
2                CACM-2535        0.0666666666667  0.5             
2                CACM-0585        0.0652173913043  0.5             
2                CACM-1938        0.063829787234   0.5             
2                CACM-0282        0.0625           0.5             
2                CACM-2632        0.0612244897959  0.5             
2                CACM-1544        0.06             0.5             
2                CACM-0637        0.0588235294118  0.5             
2                CACM-1391        0.0576923076923  0.5             
2                CACM-2946        0.0566037735849  0.5             
2                CACM-2740        0.0555555555556  0.5             
2                CACM-1827        0.0545454545455  0.5             
2                CACM-3202        0.0535714285714  0.5             
2                CACM-3144        0.0526315789474  0.5             
2                CACM-1805        0.051724137931   0.5             
2                CACM-2177        0.0508474576271  0.5             
2                CACM-0435        0.05             0.5             
2                CACM-1750        0.0491803278689  0.5             
2                CACM-2786        0.0483870967742  0.5             
2                CACM-2989        0.047619047619   0.5             
2                CACM-1877        0.046875         0.5             
2                CACM-2398        0.0461538461538  0.5             
2                CACM-2054        0.0454545454545  0.5             
2                CACM-2365        0.044776119403   0.5             
2                CACM-2519        0.0441176470588  0.5             
2                CACM-2357        0.0434782608696  0.5             
2                CACM-3025        0.0428571428571  0.5             
2                CACM-1647        0.0422535211268  0.5             
2                CACM-1010        0.0416666666667  0.5             
2                CACM-1408        0.041095890411   0.5             
2                CACM-1676        0.0405405405405  0.5             
2                CACM-2080        0.04             0.5             
2                CACM-2629        0.0394736842105  0.5             
2                CACM-1652        0.038961038961   0.5             
2                CACM-1226        0.0384615384615  0.5             
2                CACM-2541        0.0379746835443  0.5             
2                CACM-2868        0.0375           0.5             
2                CACM-2002        0.037037037037   0.5             
2                CACM-1393        0.0365853658537  0.5             
2                CACM-1697        0.0361445783133  0.5             
2                CACM-2371        0.0357142857143  0.5             
2                CACM-0414        0.0352941176471  0.5             
2                CACM-1735        0.0348837209302  0.5             
2                CACM-0098        0.0344827586207  0.5             
2                CACM-1854        0.0340909090909  0.5             
2                CACM-3153        0.0337078651685  0.5             
2                CACM-2948        0.0333333333333  0.5             
2                CACM-1590        0.032967032967   0.5             
2                CACM-3136        0.0326086956522  0.5             
2                CACM-2188        0.0322580645161  0.5             
2                CACM-1236        0.031914893617   0.5             
