Query_No         Doc_id           Precision        Recal           
1                CACM-2319        0.0              0.0             
1                CACM-2379        0.0              0.0             
1                CACM-1523        0.0              0.0             
1                CACM-1591        0.0              0.0             
1                CACM-1033        0.0              0.0             
1                CACM-1749        0.0              0.0             
1                CACM-1393        0.0              0.0             
1                CACM-1519        0.0              0.0             
1                CACM-1605        0.111111111111   0.2             
1                CACM-2542        0.1              0.2             
1                CACM-2629        0.0909090909091  0.2             
1                CACM-1544        0.0833333333333  0.2             
1                CACM-2380        0.0769230769231  0.2             
1                CACM-2371        0.0714285714286  0.2             
1                CACM-1173        0.0666666666667  0.2             
1                CACM-1657        0.0625           0.2             
1                CACM-1264        0.0588235294118  0.2             
1                CACM-2560        0.0555555555556  0.2             
1                CACM-1626        0.0526315789474  0.2             
1                CACM-2188        0.05             0.2             
1                CACM-1680        0.047619047619   0.2             
1                CACM-2357        0.0454545454545  0.2             
1                CACM-2948        0.0434782608696  0.2             
1                CACM-3048        0.0416666666667  0.2             
1                CACM-2632        0.04             0.2             
1                CACM-1827        0.0384615384615  0.2             
1                CACM-2740        0.037037037037   0.2             
1                CACM-2984        0.0357142857143  0.2             
1                CACM-3012        0.0344827586207  0.2             
1                CACM-1571        0.0333333333333  0.2             
1                CACM-3087        0.0322580645161  0.2             
1                CACM-1885        0.03125          0.2             
1                CACM-3068        0.030303030303   0.2             
1                CACM-1226        0.0294117647059  0.2             
1                CACM-0202        0.0285714285714  0.2             
1                CACM-1304        0.0277777777778  0.2             
1                CACM-1506        0.027027027027   0.2             
1                CACM-1844        0.0263157894737  0.2             
1                CACM-1482        0.025641025641   0.2             
1                CACM-3127        0.025            0.2             
1                CACM-1938        0.0243902439024  0.2             
1                CACM-1750        0.0238095238095  0.2             
1                CACM-0252        0.0232558139535  0.2             
1                CACM-1464        0.0227272727273  0.2             
1                CACM-2597        0.0222222222222  0.2             
1                CACM-1247        0.0217391304348  0.2             
1                CACM-1719        0.0212765957447  0.2             
1                CACM-1195        0.0208333333333  0.2             
1                CACM-1179        0.0204081632653  0.2             
1                CACM-1161        0.02             0.2             
1                CACM-2868        0.0196078431373  0.2             
1                CACM-1698        0.0192307692308  0.2             
1                CACM-2541        0.0188679245283  0.2             
1                CACM-2153        0.0185185185185  0.2             
1                CACM-1505        0.0181818181818  0.2             
1                CACM-2054        0.0178571428571  0.2             
1                CACM-2378        0.0175438596491  0.2             
1                CACM-0585        0.0172413793103  0.2             
1                CACM-1542        0.0169491525424  0.2             
1                CACM-2685        0.0166666666667  0.2             
1                CACM-2317        0.016393442623   0.2             
1                CACM-1410        0.0322580645161  0.4             
1                CACM-1484        0.031746031746   0.4             
1                CACM-2003        0.03125          0.4             
1                CACM-1937        0.0307692307692  0.4             
1                CACM-2796        0.030303030303   0.4             
1                CACM-1647        0.0298507462687  0.4             
1                CACM-0284        0.0294117647059  0.4             
1                CACM-2398        0.0289855072464  0.4             
1                CACM-3025        0.0285714285714  0.4             
1                CACM-2535        0.0281690140845  0.4             
1                CACM-1168        0.0277777777778  0.4             
1                CACM-2126        0.027397260274   0.4             
1                CACM-0971        0.027027027027   0.4             
1                CACM-2950        0.0266666666667  0.4             
1                CACM-2424        0.0263157894737  0.4             
1                CACM-1034        0.025974025974   0.4             
1                CACM-3137        0.025641025641   0.4             
1                CACM-2951        0.0253164556962  0.4             
1                CACM-2105        0.025            0.4             
